Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,Turkish
Kalierin,卡利尔因,Kalierin,卡利爾因,Калиерин,Kalierin,Kalierin,Kalierin,カリエリン,Kalierin,Kalierin,Kalierin,Kalierin,칼리에린,Kalierin
Uzhou,乌州,Uzhou,烏州,Ужоу,Uzhou,Uzhou,Uzhou,ウズホウ,Uzhou,Uzhou,Uzhou,Uzhou,우저우,Uzhou
Bugansk,布甘斯克,Bugansk,布甘斯克,Буганск,Bugansk,Bugansk,Bugansk,ブガンスク,Bugansk,Bugansk,Bugansk,Bugansk,부간스크,Bugansk
Ginsk,金斯克,Ginsk,金斯克,Гинск,Ginsk,Ginsk,Ginsk,ギンスク,Ginsk,Ginsk,Ginsk,Ginsk,긴스크,Ginsk
Semilto,塞米尔托,Semilto,塞米爾托,Семилто,Semilto,Semilto,Semilto,セミルト,Semilto,Semilto,Semilto,Semilto,세밀토,Semilto
Chara,查拉,Chara,查拉,Чара,Chara,Chara,Chara,チャラ,Chara,Chara,Chara,Chara,차라,Chara
Kozmodica,科兹莫达尼,Kozmodica,科茲莫達尼,Козмодика,Kozmodica,Kozmodica,Kozmodica,コズモディカ,Kozmodica,Kozmodica,Kozmodica,Kozmodica,코즈모디카,Kozmodica
Mashimo,玛希莫,Mashimo,瑪希莫,Масимо,Mashimo,Mashimo,Mashimo,マシモ,Mashimo,Mashimo,Mashimo,Mashimo,마시모,Mashimo
Lakeworth,湖畔镇,Lakeworth,湖畔鎮,Лейкворт,Lakeworth,Lakeworth,Lakeworth,レイクワース,Lakeworth,Lakeworth,Lakeworth,Lakeworth,레이크워스,Lakeworth
Svetluga,斯维图卢加,Svetluga,斯維圖盧加,Светлуга,Svetluga,Svetluga,Svetluga,スヴェトルーガ,Svetluga,Svetluga,Svetluga,Svetluga,스베틀루가,Svetluga
Cambayamamo,坎巴亚曼莫,Cambayamamo,坎巴亞曼莫,Камбаямамо,Cambayamamo,Cambayamamo,Cambayamamo,カンバヤマモ,Cambayamamo,Cambayamamo,Cambayamamo,Cambayamamo,캄바야마모,Cambayamamo
Barlovo,巴洛沃,Barlovo,巴洛沃,Барлово,Barlovo,Barlovo,Barlovo,バルロヴォ,Barlovo,Barlovo,Barlovo,Barlovo,발로보,Barlovo
Shōbarnford,昭巴恩福德,Shōbarnford,昭巴恩福德,Шобарнфорд,Shōbarnford,Shōbarnford,Shōbarnford,ショウバンフォード,Shōbarnford,Shōbarnford,Shōbarnford,Shōbarnford,쇼반포드,Shōbarnford
Gustyuli,古斯图尤利,Gustyuli,古斯圖尤利,Густюли,Gustyuli,Gustyuli,Gustyuli,ガスティユリ,Gustyuli,Gustyuli,Gustyuli,Gustyuli,구스튜리,Gustyuli
Losan,洛桑,Losan,洛桑,Лосан,Losan,Losan,Losan,ローサン,Losan,Losan,Losan,Losan,로산,Losan
Churn,乔恩,Churn,喬恩,Чёрн,Churn,Churn,Churn,チャーン,Churn,Churn,Churn,Churn,처른,Churn
Dazano,达赞诺,Dazano,達贊諾,Дазано,Dazano,Dazano,Dazano,ダザノ,Dazano,Dazano,Dazano,Dazano,다자노,Dazano
Zaredcartin,扎雷德卡廷,Zaredcartin,扎雷德卡廷,Заредкартин,Zaredcartin,Zaredcartin,Zaredcartin,ザレッドカーティン,Zaredcartin,Zaredcartin,Zaredcartin,Zaredcartin,자레드카틴,Zaredcartin
Drovo,德罗沃,Drovo,德羅沃,Дрово,Drovo,Drovo,Drovo,ドロヴォ,Drovo,Drovo,Drovo,Drovo,드로보,Drovo
Lobodniki,洛博德尼基,Lobodniki,洛博德尼基,Лободники,Lobodniki,Lobodniki,Lobodniki,ロボドニキ,Lobodniki,Lobodniki,Lobodniki,Lobodniki,로보드니키,Lobodniki
Croto,克罗托,Croto,克羅托,Крото,Croto,Croto,Croto,クロト,Croto,Croto,Croto,Croto,크로토,Croto
Uglazovsk,乌格拉佐夫斯克,Uglazovsk,烏格拉佐夫斯克,Углазовск,Uglazovsk,Uglazovsk,Uglazovsk,ウグラゾフスク,Uglazovsk,Uglazovsk,Uglazovsk,Uglazovsk,우글라조프스크,Uglazovsk
Bilnyansk,比尔尼扬斯克,Bilnyansk,比爾尼揚斯克,Билнянск,Bilnyansk,Bilnyansk,Bilnyansk,ビルニャンスク,Bilnyansk,Bilnyansk,Bilnyansk,Bilnyansk,빌냐스크,Bilnyansk
Poynto,波因托,Poynto,波因托,Пойнто,Poynto,Poynto,Poynto,ポイント,Poynto,Poynto,Poynto,Poynto,포인트,Poynto
Frington,弗林顿,Frington,弗林頓,Фрингтон,Frington,Frington,Frington,フリンガトン,Frington,Frington,Frington,Frington,프링턴,Frington
Shlov,什洛夫,Shlov,什洛夫,Шлов,Shlov,Shlov,Shlov,シロフ,Shlov,Shlov,Shlov,Shlov,실로프,Shlov
Ciren,西仁,Ciren,西仁,Сирен,Ciren,Ciren,Ciren,シレン,Ciren,Ciren,Ciren,Ciren,시렌,Ciren
Mckin,麦金,Mckin,麥金,Макин,Mckin,Mckin,Mckin,マッキン,Mckin,Mckin,Mckin,Mckin,맥킨,Mckin
Hanginsk,汉金斯克,Hanginsk,漢金斯克,Хангинск,Hanginsk,Hanginsk,Hanginsk,ハンギンスク,Hanginsk,Hanginsk,Hanginsk,Hanginsk,항긴스크,Hanginsk
Nasselleet,纳塞利特,Nasselleet,納塞利特,Населлит,Nasselleet,Nasselleet,Nasselleet,ナッセリー,Nasselleet,Nasselleet,Nasselleet,Nasselleet,나셀리트,Nasselleet
Richi,里奇,Richi,里奇,Ричи,Richi,Richi,Richi,リチ,Richi,Richi,Richi,Richi,리치,Richi
Reigh,赖格,Reigh,賴格,Рей,Reigh,Reigh,Reigh,レイ,Reigh,Reigh,Reigh,Reigh,레이,Reigh
Wujiiden,乌吉登,Wujiiden,烏吉登,Уджиден,Wujiiden,Wujiiden,Wujiiden,ウジイデン,Wujiiden,Wujiiden,Wujiiden,Wujiiden,우지이덴,Wujiiden
Bridlinsk,布里德林斯克,Bridlinsk,布里德林斯克,Бридлинск,Bridlinsk,Bridlinsk,Bridlinsk,ブリッドリンクス,Bridlinsk,Bridlinsk,Bridlinsk,Bridlinsk,브리들린스크,Bridlinsk
Kurugawaji,库鲁川基,Kurugawaji,庫魯川基,Куругаваджи,Kurugawaji,Kurugawaji,Kurugawaji,クルガワジ,Kurugawaji,Kurugawaji,Kurugawaji,Kurugawaji,쿠루가와지,Kurugawaji
Miluki,米路基,Miluki,米路基,Милуки,Miluki,Miluki,Miluki,ミルキ,Miluki,Miluki,Miluki,Miluki,밀루키,Miluki
Newquaya,新奎亚,Newquaya,新奎亞,Ньюкуайя,Newquaya,Newquaya,Newquaya,ニュークアヤ,Newquaya,Newquaya,Newquaya,Newquaya,뉴쿠아야,Newquaya
Winderdan,温德丹,Winderdan,溫德丹,Виндердан,Winderdan,Winderdan,Winderdan,ウィンダン,Winderdan,Winderdan,Winderdan,Winderdan,윈더단,Winderdan
Nemuidere,内穆伊德尔,Nemuidere,內穆伊德爾,Немуйдере,Nemuidere,Nemuidere,Nemuidere,ネムイデレ,Nemuidere,Nemuidere,Nemuidere,Nemuidere,네무이데레,Nemuidere
Lytcham,莱查姆,Lytcham,萊查姆,Литчам,Lytcham,Lytcham,Lytcham,リッチャム,Lytcham,Lytcham,Lytcham,Lytcham,리차움,Lytcham
Belozhye,白洲野,Belozhye,白洲野,Беложье,Belozhye,Belozhye,Belozhye,ベロジエ,Belozhye,Belozhye,Belozhye,Belozhye,베로지예,Belozhye
Cramisable,克拉米萨布尔,Cramisable,克拉米薩布爾,Крамисабль,Cramisable,Cramisable,Cramisable,クラミサブル,Cramisable,Cramisable,Cramisable,Cramisable,크라미사블,Cramisable
Chezh,切兹,Chezh,切茲,Чез,Chezh,Chezh,Chezh,チェズ,Chezh,Chezh,Chezh,Chezh,체즈,Chezh
Sadom,萨多姆,Sadom,薩多姆,Садом,Sadom,Sadom,Sadom,サドム,Sadom,Sadom,Sadom,Sadom,사돔,Sadom
Komont,科蒙特,Komont,科蒙特,Комонт,Komont,Komont,Komont,コモント,Komont,Komont,Komont,Komont,코몬트,Komont
Shōbarnhama,昭巴恩滨,Shōbarnhama,昭巴恩濱,Шобарнхама,Shōbarnhama,Shōbarnhama,Shōbarnhama,ショウバンハマ,Shōbarnhama,Shōbarnhama,Shōbarnhama,Shōbarnhama,쇼반하마,Shōbarnhama
Karganort,卡尔加诺特,Karganort,卡爾加諾特,Карганорт,Karganort,Karganort,Karganort,カルガノート,Karganort,Karganort,Karganort,Karganort,칼가노트,Karganort
Lexandung,莱克杉东,Lexandung,萊克杉東,Лександунг,Lexandung,Lexandung,Lexandung,レクサンダング,Lexandung,Lexandung,Lexandung,Lexandung,렉산둥,Lexandung
Bolsk,博尔斯克,Bolsk,博爾斯克,Больск,Bolsk,Bolsk,Bolsk,ボルスク,Bolsk,Bolsk,Bolsk,Bolsk,볼스크,Bolsk
Kuroishima,黑岛,Kuroishima,黑島,Куроишима,Kuroishima,Kuroishima,Kuroishima,クロイシマ,Kuroishima,Kuroishima,Kuroishima,Kuroishima,쿠로이시마,Kuroishima
Mempalle,孟帕勒,Mempalle,孟帕勒,Мемпале,Mempalle,Mempalle,Mempalle,メムパレ,Mempalle,Mempalle,Mempalle,Mempalle,멤팔레,Mempalle
Semara,色玛拉,Semara,色瑪拉,Семара,Semara,Semara,Semara,セマラ,Semara,Semara,Semara,Semara,세마라,Semara
Vishi,维希,Vishi,維希,Виши,Vishi,Vishi,Vishi,ヴィシ,Vishi,Vishi,Vishi,Vishi,비시,Vishi
Volgaria,沃尔加利亚,Volgaria,沃爾加利亞,Волгария,Volgaria,Volgaria,Volgaria,ヴォルガリア,Volgaria,Volgaria,Volgaria,Volgaria,볼가리아,Volgaria
Gotaka,吴塔卡,Gotaka,吳塔卡,Готака,Gotaka,Gotaka,Gotaka,ゴタカ,Gotaka,Gotaka,Gotaka,Gotaka,고타카,Gotaka
Anquil,安奎尔,Anquil,安奎爾,Анкил,Anquil,Anquil,Anquil,アンキル,Anquil,Anquil,Anquil,Anquil,안킬,Anquil
Tajima,田岛,Tajima,田島,Таджима,Tajima,Tajima,Tajima,タジマ,Tajima,Tajima,Tajima,Tajima,타지마,Tajima
Winde,温德,Winde,溫德,Винде,Winde,Winde,Winde,ウィンデ,Winde,Winde,Winde,Winde,윈드,Winde
Wedno,维德诺,Wedno,維德諾,Ведно,Wedno,Wedno,Wedno,ウェドノ,Wedno,Wedno,Wedno,Wedno,웨드노,Wedno
Shepshevsk,舍普舍夫斯克,Shepshevsk,捨普舍夫斯克,Шепшевск,Shepshevsk,Shepshevsk,Shepshevsk,シェプシェフスク,Shepshevsk,Shepshevsk,Shepshevsk,Shepshevsk,셉셰프스크,Shepshevsk
Clayes,克莱耶斯,Clayes,克萊耶斯,Клейс,Clayes,Clayes,Clayes,クレイズ,Clayes,Clayes,Clayes,Clayes,클레이스,Clayes
Oakeo,欧克欧,Oakeo,歐克歐,Окео,Oakeo,Oakeo,Oakeo,オーケオ,Oakeo,Oakeo,Oakeo,Oakeo,오케오,Oakeo
Talyana,塔里亚纳,Talyana,塔里亞納,Тальяна,Talyana,Talyana,Talyana,タリヤナ,Talyana,Talyana,Talyana,Talyana,탈리아나,Talyana
Wohlevue,沃赫勒弗,Wohlevue,沃赫勒弗,Волхевю,Wohlevue,Wohlevue,Wohlevue,ウォーレビュー,Wohlevue,Wohlevue,Wohlevue,Wohlevue,월레뷰,Wohlevue
Geerley,盖尔利,Geerley,蓋爾利,Гирли,Geerley,Geerley,Geerley,ギールリー,Geerley,Geerley,Geerley,Geerley,기얼리,Geerley
Likovo,利科沃,Likovo,利科沃,Ликово,Likovo,Likovo,Likovo,リコヴォ,Likovo,Likovo,Likovo,Likovo,리코보,Likovo
Seven,塞文,Seven,塞文,Севен,Seven,Seven,Seven,セブン,Seven,Seven,Seven,Seven,세븐,Seven
Dnoye,德诺耶,Dnoye,德諾耶,Дное,Dnoye,Dnoye,Dnoye,ドニョエ,Dnoye,Dnoye,Dnoye,Dnoye,도노예,Dnoye
Sailsk,赛尔斯克,Sailsk,賽爾斯克,Сайлск,Sailsk,Sailsk,Sailsk,セイルスク,Sailsk,Sailsk,Sailsk,Sailsk,세일스크,Sailsk
Gerford,格尔福德,Gerford,格爾福德,Герфорд,Gerford,Gerford,Gerford,ジェアフォード,Gerford,Gerford,Gerford,Gerford,제어포드,Gerford
Luxemboroke,卢森堡克,Luxemboroke,盧森堡克,Люксемборок,Luxemboroke,Luxemboroke,Luxemboroke,リュクスンボローク,Luxemboroke,Luxemboroke,Luxemboroke,Luxemboroke,뤽셈보로크,Luxemboroke
Brazaki,布拉扎基,Brazaki,布拉扎基,Бразаки,Brazaki,Brazaki,Brazaki,ブラザキ,Brazaki,Brazaki,Brazaki,Brazaki,브라자키,Brazaki
Hornyakhty,霍尔尼亚赫蒂,Hornyakhty,霍爾尼亞赫蒂,Хорняхты,Hornyakhty,Hornyakhty,Hornyakhty,ホルニャフティ,Hornyakhty,Hornyakhty,Hornyakhty,Hornyakhty,호르냐흐티,Hornyakhty
Leighley,莱利,Leighley,萊利,Лейли,Leighley,Leighley,Leighley,リーリー,Leighley,Leighley,Leighley,Leighley,레이리,Leighley
Uzlovka,乌兹洛夫卡,Uzlovka,烏茲洛夫卡,Узловка,Uzlovka,Uzlovka,Uzlovka,ウズロフカ,Uzlovka,Uzlovka,Uzlovka,Uzlovka,우즐로프카,Uzlovka
Groznami,格罗兹纳米,Groznami,格羅茲納米,Грознами,Groznami,Groznami,Groznami,グロズナミ,Groznami,Groznami,Groznami,Groznami,그로즈나미,Groznami
Yokoham,横滨,Yokoham,橫濱,Йокохам,Yokoham,Yokoham,Yokoham,ヨコハマ,Yokoham,Yokoham,Yokoham,Yokoham,요코하마,Yokoham
Permo,佩尔莫,Permo,佩爾莫,Пермо,Permo,Permo,Permo,ペルモ,Permo,Permo,Permo,Permo,페르모,Permo
Kotolovka,科托洛夫卡,Kotolovka,科托洛夫卡,Котоловка,Kotolovka,Kotolovka,Kotolovka,コトロフカ,Kotolovka,Kotolovka,Kotolovka,Kotolovka,코톨로프카,Kotolovka
Dulingham,杜林汉姆,Dulingham,杜林漢姆,Дулингам,Dulingham,Dulingham,Dulingham,ダリンガム,Dulingham,Dulingham,Dulingham,Dulingham,둘링엄,Dulingham
Landung,兰杜恩,Landung,蘭杜恩,Ландунг,Landung,Landung,Landung,ランドング,Landung,Landung,Landung,Landung,란둥,Landung
Pecht,佩赫特,Pecht,佩赫特,Пехт,Pecht,Pecht,Pecht,ペヒト,Pecht,Pecht,Pecht,Pecht,페히트,Pecht
Diess,迪斯,Diess,迪斯,Диесс,Diess,Diess,Diess,ディエス,Diess,Diess,Diess,Diess,디에스,Diess
Spilst,斯皮尔斯特,Spilst,斯皮爾斯特,Спилст,Spilst,Spilst,Spilst,スピルスト,Spilst,Spilst,Spilst,Spilst,스필스트,Spilst
Odarwen,奥达温,Odarwen,奧達溫,Одарвен,Odarwen,Odarwen,Odarwen,オダルウェン,Odarwen,Odarwen,Odarwen,Odarwen,오달웬,Odarwen
Ferraka,费拉卡,Ferraka,費拉卡,Феррака,Ferraka,Ferraka,Ferraka,フェラカ,Ferraka,Ferraka,Ferraka,Ferraka,페라카,Ferraka
Kitakampton,北康普顿,Kitakampton,北康普頓,Китамтон,Kitakampton,Kitakampton,Kitakampton,キタカンプトン,Kitakampton,Kitakampton,Kitakampton,Kitakampton,키타캄프톤,Kitakampton
Mytishimino,米蒂希米诺,Mytishimino,米蒂希米諾,Митисимино,Mytishimino,Mytishimino,Mytishimino,ミティシミノ,Mytishimino,Mytishimino,Mytishimino,Mytishimino,미티시미노,Mytishimino
Plastoft,普拉斯托夫特,Plastoft,普拉斯托夫特,Пластофт,Plastoft,Plastoft,Plastoft,プラストフト,Plastoft,Plastoft,Plastoft,Plastoft,플라스토프트,Plastoft
Narivo,纳里沃,Narivo,納里沃,Нариво,Narivo,Narivo,Narivo,ナリヴォ,Narivo,Narivo,Narivo,Narivo,나리보,Narivo
Rybnoya,鱼诺亚,Rybnoya,魚諾亞,Рыбноя,Rybnoya,Rybnoya,Rybnoya,リブノヤ,Rybnoya,Rybnoya,Rybnoya,Rybnoya,리브노야,Rybnoya
Goiniaring,戈亚尼亚环,Goiniaring,戈亞尼亞環,Гойниаринг,Goiniaring,Goiniaring,Goiniaring,ゴイニアリング,Goiniaring,Goiniaring,Goiniaring,Goiniaring,고이니아링,Goiniaring
Haslemsk,哈斯勒姆斯克,Haslemsk,哈斯勒姆斯克,Хаслемск,Haslemsk,Haslemsk,Haslemsk,ハズレムスク,Haslemsk,Haslemsk,Haslemsk,Haslemsk,하슬렘스크,Haslemsk
Gradny,格拉德尼,Gradny,格拉德尼,Градни,Gradny,Gradny,Gradny,グラドニー,Gradny,Gradny,Gradny,Gradny,그라드니,Gradny
Bilen,比伦,Bilen,比倫,Билен,Bilen,Bilen,Bilen,ビレン,Bilen,Bilen,Bilen,Bilen,빌렌,Bilen
Sempe,塞姆佩,Sempe,塞姆佩,Семпе,Sempe,Sempe,Sempe,センペ,Sempe,Sempe,Sempe,Sempe,셈페,Sempe
Kanovo,卡诺沃,Kanovo,卡諾沃,Каново,Kanovo,Kanovo,Kanovo,カノヴォ,Kanovo,Kanovo,Kanovo,Kanovo,카노보,Kanovo
Ostochenkov,奥斯托钦科夫,Ostochenkov,奧斯托欽科夫,Осточенков,Ostochenkov,Ostochenkov,Ostochenkov,オストチェンコフ,Ostochenkov,Ostochenkov,Ostochenkov,Ostochenkov,오스토첸코프,Ostochenkov
Buntinsk,布廷斯克,Buntinsk,布廷斯克,Бунтинск,Buntinsk,Buntinsk,Buntinsk,ブンティンスク,Buntinsk,Buntinsk,Buntinsk,Buntinsk,분틴스크,Buntinsk
Izobileniwa,伊佐比莱尼瓦,Izobileniwa,伊佐比萊尼瓦,Изобиленива,Izobileniwa,Izobileniwa,Izobileniwa,イゾビリェニワ,Izobileniwa,Izobileniwa,Izobileniwa,Izobileniwa,이조빌레니와,Izobileniwa
Agnola,阿格诺拉,Agnola,阿格諾拉,Агнола,Agnola,Agnola,Agnola,アグノラ,Agnola,Agnola,Agnola,Agnola,아그놀라,Agnola
Pionose,皮奥诺塞,Pionose,皮奧諾塞,Пионосе,Pionose,Pionose,Pionose,ピオノセ,Pionose,Pionose,Pionose,Pionose,피오노세,Pionose
Vilsk,维尔斯克,Vilsk,維爾斯克,Вильск,Vilsk,Vilsk,Vilsk,ヴィルスク,Vilsk,Vilsk,Vilsk,Vilsk,빌스크,Vilsk
Engen,恩根,Engen,恩根,Энген,Engen,Engen,Engen,エンゲン,Engen,Engen,Engen,Engen,엔겐,Engen
Greelang,格里朗,Greelang,格里朗,Гриланг,Greelang,Greelang,Greelang,グリーラング,Greelang,Greelang,Greelang,Greelang,그릴랑,Greelang
Hiryū,飞龙,Hiryū,飛龍,Хирю,Hiryū,Hiryū,Hiryū,ヒリュー,Hiryū,Hiryū,Hiryū,Hiryū,히류,Hiryū
Stock,斯托克,Stock,斯托克,Сток,Stock,Stock,Stock,ストック,Stock,Stock,Stock,Stock,스톡,Stock
Homsome,荷姆森,Homsome,荷姆森,Хомсом,Homsome,Homsome,Homsome,ホムソム,Homsome,Homsome,Homsome,Homsome,홈섬,Homsome
Kuriyadh,库里亚德,Kuriyadh,庫里亞德,Курияд,Kuriyadh,Kuriyadh,Kuriyadh,クリヤード,Kuriyadh,Kuriyadh,Kuriyadh,Kuriyadh,쿠리야드,Kuriyadh
Zelene,泽莱内,Zelene,澤萊內,Зелене,Zelene,Zelene,Zelene,ゼレン,Zelene,Zelene,Zelene,Zelene,젤레네,Zelene
Kosterbinai,科斯特比奈,Kosterbinai,科斯特比奈,Костербинай,Kosterbinai,Kosterbinai,Kosterbinai,コステルビナイ,Kosterbinai,Kosterbinai,Kosterbinai,Kosterbinai,코스테르비나이,Kosterbinai
Barabata,巴拉巴塔,Barabata,巴拉巴塔,Барабата,Barabata,Barabata,Barabata,バラバタ,Barabata,Barabata,Barabata,Barabata,바라바타,Barabata
Mikalakham,米卡拉克汉姆,Mikalakham,米卡拉克漢姆,Микалахам,Mikalakham,Mikalakham,Mikalakham,ミカラカム,Mikalakham,Mikalakham,Mikalakham,Mikalakham,미칼라캄,Mikalakham
Inushi,伊努希,Inushi,伊努希,Инуши,Inushi,Inushi,Inushi,イヌシ,Inushi,Inushi,Inushi,Inushi,이누시,Inushi
Axmundley,阿克蒙德利,Axmundley,阿克蒙德利,Аксмондли,Axmundley,Axmundley,Axmundley,アクスマンドリー,Axmundley,Axmundley,Axmundley,Axmundley,악스먼들리,Axmundley
Stowmarcelo,斯托马塞洛,Stowmarcelo,斯托馬塞洛,Стоумарсело,Stowmarcelo,Stowmarcelo,Stowmarcelo,ストウマルセロ,Stowmarcelo,Stowmarcelo,Stowmarcelo,Stowmarcelo,스토마르셀로,Stowmarcelo
Dulph,杜尔夫,Dulph,杜爾夫,Дульф,Dulph,Dulph,Dulph,ダルフ,Dulph,Dulph,Dulph,Dulph,둘프,Dulph
Seter,赛特尔,Seter,賽特爾,Сетер,Seter,Seter,Seter,セター,Seter,Seter,Seter,Seter,세터,Seter
Onegata,尾形田,Onegata,尾形田,Онегата,Onegata,Onegata,Onegata,オネガタ,Onegata,Onegata,Onegata,Onegata,오네가타,Onegata
Kalsk,卡尔斯克,Kalsk,卡爾斯克,Кальск,Kalsk,Kalsk,Kalsk,カルスク,Kalsk,Kalsk,Kalsk,Kalsk,칼스크,Kalsk
Zvenna,兹韦纳,Zvenna,茲韋納,Звенна,Zvenna,Zvenna,Zvenna,ズヴェンナ,Zvenna,Zvenna,Zvenna,Zvenna,즈벤나,Zvenna
Jarrara,贾拉拉,Jarrara,賈拉拉,Джарара,Jarrara,Jarrara,Jarrara,ジャララ,Jarrara,Jarrara,Jarrara,Jarrara,자라라,Jarrara
Nairs,奈尔斯,Nairs,奈爾斯,Найрс,Nairs,Nairs,Nairs,ナイアーズ,Nairs,Nairs,Nairs,Nairs,네어스,Nairs
Lertamo,勒塔莫,Lertamo,勒塔莫,Лертамо,Lertamo,Lertamo,Lertamo,レルタモ,Lertamo,Lertamo,Lertamo,Lertamo,레르타모,Lertamo
Melbury,梅尔伯里,Melbury,梅爾伯里,Мелбери,Melbury,Melbury,Melbury,メルベリー,Melbury,Melbury,Melbury,Melbury,멜버리,Melbury
Todmita,托德米塔,Todmita,托德米塔,Тодмита,Todmita,Todmita,Todmita,トドミタ,Todmita,Todmita,Todmita,Todmita,토드미타,Todmita
Klinsk,克林斯克,Klinsk,克林斯克,Клинск,Klinsk,Klinsk,Klinsk,クリンク,Klinsk,Klinsk,Klinsk,Klinsk,클린스크,Klinsk
Seatokōri,瑟托科里,Seatokōri,瑟托科里,Сеатокори,Seatokōri,Seatokōri,Seatokōri,シートコーリ,Seatokōri,Seatokōri,Seatokōri,Seatokōri,시토코리,Seatokōri
Hinice,希尼斯,Hinice,希尼斯,Хинайс,Hinice,Hinice,Hinice,ヒナイチ,Hinice,Hinice,Hinice,Hinice,히나이치,Hinice
Davatinsky,达瓦廷斯基,Davatinsky,達瓦廷斯基,Даватинский,Davatinsky,Davatinsky,Davatinsky,ダヴァティンスキー,Davatinsky,Davatinsky,Davatinsky,Davatinsky,다바틴스키,Davatinsky
Korage,科拉格,Korage,科拉格,Кораге,Korage,Korage,Korage,コラゲ,Korage,Korage,Korage,Korage,코라게,Korage
