Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,Turkish
ArtisticBorderlands,艺术边境地,Artistic Borderlands,藝術邊境地,Художественные пограничья,Tierras Fronterizas Artísticas,Terras Fronteiriças Artísticas,Künstlerische Grenzländer,芸術辺境地,Confins Artistiques,Artystyczne Pogranicza,Tierras Fronterizas Artísticas,Terras Fronteiriças Artísticas,예술변경지,Sanatsal Sınır Toprakları
CinematicDistrict,电影区,Cinematic District,電影區,Кинематографический район,Distrito Cinematográfico,Distrito Cinematográfico,Filmviertel,映画地区,Quartier Cinématographique,Dzielnica Filmowa,Distrito Cinematográfico,Distrito Cinematográfico,영화지구,Sinema Bölgesi
DesignTerritory,设计领地,Design Territory,設計領地,Территория дизайна,Territorio de Diseño,Território de Design,Designgebiet,デザイン領域,Territoire du Design,Terytorium Projektowe,Territorio de Diseño,Território de Design,디자인영토,Tasarım Bölgesi
ArchitecturalZone,建筑区,Architectural Zone,建築區,Архитектурная зона,Zona Arquitectónica,Zona Arquitetônica,Architekturzone,建築地帯,Zone Architecturale,Strefa Architektoniczna,Zona Arquitectónica,Zona Arquitetônica,건축지대,Mimari Bölge
CraftsmanshipLands,工艺之地,Craftsmanship Lands,工藝之地,Земли ремёсел,Tierras de Artesanía,Terras de Artesanato,Handwerksländereien,工芸の地,Terres de l'Artisanat,Ziemie Rzemiosła,Tierras de Artesanía,Terras de Artesanato,공예의땅,Zanaat Toprakları
FineArtsRegion,美术地区,Fine Arts Region,美術地區,Регион изящных искусств,Región de Bellas Artes,Região de Belas Artes,Region der Schönen Künste,美術地方,Région des Beaux-Arts,Region Sztuk Pięknych,Región de Bellas Artes,Região de Belas Artes,미술지역,Güzel Sanatlar Bölgesi
DanceProvince,舞蹈省,Dance Province,舞蹈省,Танцевальная провинция,Provincia de la Danza,Província da Dança,Tanzprovinz,ダンス県,Province de la Danse,Prowincja Tańca,Provincia de la Danza,Província da Dança,무용성,Dans Eyaleti
MediaArtsZone,媒体艺术区,Media Arts Zone,媒體藝術區,Зона медиаискусства,Zona de Artes Mediáticas,Zona de Artes Midiáticas,Medienkunstzone,メディアアート地帯,Zone des Arts Médiatiques,Strefa Sztuki Mediów,Zona de Artes Mediáticas,Zona de Artes Midiáticas,미디어아트지대,Medya Sanatları Bölgesi
FolkArtsTerritory,民间艺术领地,Folk Arts Territory,民間藝術領地,Территория народных искусств,Territorio de Artes Populares,Território de Artes Folclóricas,Volkskunstgebiet,民俗芸術領域,Territoire des Arts Populaires,Terytorium Sztuki Ludowej,Territorio de Artes Populares,Território de Artes Folclóricas,민속예술영토,Halk Sanatları Bölgesi
ContemporaryArtsDistrict,当代艺术区,Contemporary Arts District,當代藝術區,Район современного искусства,Distrito de Arte Contemporáneo,Distrito de Arte Contemporânea,Viertel der Zeitgenössischen Kunst,現代芸術地区,Quartier d'Art Contemporain,Dzielnica Sztuki Współczesnej,Distrito de Arte Contemporáneo,Distrito de Arte Contemporânea,현대예술지구,Çağdaş Sanat Bölgesi
HeritageRegion,遗产地区,Heritage Region,遺產地區,Регион наследия,Región del Patrimonio,Região do Patrimônio,Kulturerberegion,遺産地方,Région du Patrimoine,Region Dziedzictwa,Región del Patrimonio,Região do Património,유산지역,Miras Bölgesi
CentralArtsAcademy,中央艺术学院,Central Arts Academy,中央藝術學院,Центральная академия искусств,Academia Central de las Artes,Academia Central das Artes,Zentrale Kunstakademie,中央芸術学院,Académie Centrale des Arts,Centralna Akademia Sztuk,Academia Central de las Artes,Academia Central das Artes,중앙예술학원,Merkezi Sanat Akademisi
OuterArtisticDistrict,外围艺术区,Outer Artistic District,外圍藝術區,Внешний художественный район,Distrito Artístico Exterior,Distrito Artístico Exterior,Außen-Kunstviertel,外郭芸術地区,Quartier Artistique Extérieur,Zewnętrzna Dzielnica Artystyczna,Distrito Artístico Exterior,Distrito Artístico Exterior,외곽예술지구,Dış Sanatsal Bölge
CreativeCampus,创意校园,Creative Campus,創意校園,Творческий кампус,Campus Creativo,Campus Criativo,Kreativer Campus,クリエイティブキャンパス,Campus Créatif,Kreatywny Kampus,Campus Creativo,Campus Criativo,창의캠퍼스,Yaratıcı Kampüs
