Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,Turkish
LastName_13,鲁索,Tsukiyuki,魯索,Руссо,Rousseau,Rousseau,Rousseau,ルソー,Rousseau,Rousseau,Rousseau,Rousseau,루소,Rousseau
LastName_14,布朗,Bun Bun,布朗,Блан,Blanc,Blanc,Blanc,ブラン,Blanc,Blanc,Blanc,Blanc,블랑,Blanc
LastName_15,福尔蒂埃,Sorai,福爾蒂埃,Фортье,Fortier,Fortier,Fortier,フォルティエ,Fortier,Fortier,Fortier,Fortier,포르티에,Fortier
LastName_16,梅西耶,Kazekura,梅西耶,Мерсье,Mercier,Mercier,Mercier,メルシエ,Mercier,Mercier,Mercier,Mercier,메르시에,Mercier
LastName_17,勒格朗,Kasumizawa,勒格朗,Легран,Legrand,Legrand,Legrand,ルグラン,Legrand,Legrand,Legrand,Legrand,르그랑,Legrand
LastName_18,富尼耶,Shichido,富尼耶,Фурнье,Fournier,Fournier,Fournier,フルニエ,Fournier,Fournier,Fournier,Fournier,푸르니에,Fournier
LastName_19,吉拉德,Niko,吉拉德,Жирар,Girard,Girard,Girard,ジラール,Girard,Girard,Girard,Girard,지라르,Girard
LastName_20,勒梅尔,Kurumi,勒梅爾,Лемер,Lemaire,Lemaire,Lemaire,ルメール,Lemaire,Lemaire,Lemaire,Lemaire,르메르,Lemaire
LastName_21,佩兰,Otogi,佩蘭,Перрен,Perrin,Perrin,Perrin,ペラン,Perrin,Perrin,Perrin,Perrin,페랭,Perrin
LastName_22,德马雷,Ogata,德馬雷,Демаре,Demarais,Demarais,Demarais,ドゥマレ,Demarais,Demarais,Demarais,Demarais,드마레,Demarais
LastName_23,拉库尔,Konoka,拉庫爾,Лакур,Lacour,Lacour,Lacour,ラクール,Lacour,Lacour,Lacour,Lacour,라쿠르,Lacour
LastName_24,夏瓦利埃,Nakatsukasa,夏瓦利埃,Шевалье,Chevalier,Chevalier,Chevalier,シュヴァリエ,Chevalier,Chevalier,Chevalier,Chevalier,슈발리에,Chevalier
LastName_25,博杜安,Nemugaki,博杜安,Бодуэн,Beaudoin,Beaudoin,Beaudoin,ボードワン,Beaudoin,Beaudoin,Beaudoin,Beaudoin,보두앵,Beaudoin
LastName_26,勒孔特,Leconte,勒孔特,Леконт,Leconte,Leconte,Leconte,ルコント,Leconte,Leconte,Leconte,Leconte,르콩트,Leconte
LastName_27,拉罗什,Laroche,拉羅什,Ларош,Laroche,Laroche,Laroche,ラロッシュ,Laroche,Laroche,Laroche,Laroche,라로슈,Laroche
LastName_28,德维尔,Deville,德維爾,Девиль,Deville,Deville,Deville,ドゥヴィル,Deville,Deville,Deville,Deville,드빌,Deville
LastName_29,博纳尔,Bonnard,博納爾,Боннар,Bonnard,Bonnard,Bonnard,ボナール,Bonnard,Bonnard,Bonnard,Bonnard,보나르,Bonnard
LastName_30,拉瓦勒,Laval,拉瓦勒,Лаваль,Laval,Laval,Laval,ラヴァル,Laval,Laval,Laval,Laval,라발,Laval
LastName_31,图尔尼耶,Tournier,圖爾尼耶,Турнье,Tournier,Tournier,Tournier,トゥルニエ,Tournier,Tournier,Tournier,Tournier,투르니에,Tournier
LastName_32,勒诺,Renault,勒諾,Рено,Renault,Renault,Renault,ルノー,Renault,Renault,Renault,Renault,르노,Renault
LastName_33,德拉克鲁瓦,Delacroix,德拉克魯瓦,Делакруа,Delacroix,Delacroix,Delacroix,ドラクロワ,Delacroix,Delacroix,Delacroix,Delacroix,들라크루아,Delacroix
LastName_34,贝朗热,Béranger,貝朗熱,Беранже,Béranger,Béranger,Béranger,ベランジェ,Béranger,Béranger,Béranger,Béranger,베랑제,Béranger
LastName_35,夏布里耶,Chabrier,夏布里耶,Шабрие,Chabrier,Chabrier,Chabrier,シャブリエ,Chabrier,Chabrier,Chabrier,Chabrier,샤브리에,Chabrier
LastName_36,德拉库尔,Delacour,德拉庫爾,Делакур,Delacour,Delacour,Delacour,ドラクール,Delacour,Delacour,Delacour,Delacour,들라쿠르,Delacour
LastName_37,拉孔布,Lacombe,拉孔布,Лакомб,Lacombe,Lacombe,Lacombe,ラコンブ,Lacombe,Lacombe,Lacombe,Lacombe,라콩브,Lacombe
LastName_38,蒙塔涅,Montagne,蒙塔涅,Монтань,Montagne,Montagne,Montagne,モンターニュ,Montagne,Montagne,Montagne,Montagne,몽타뉴,Montagne
LastName_39,维涅,Vigne,維涅,Винь,Vigne,Vigne,Vigne,ヴィーニュ,Vigne,Vigne,Vigne,Vigne,비뉴,Vigne
LastName_40,帕尔芒蒂埃,Parmentier,帕爾芒蒂埃,Пармантье,Parmentier,Parmentier,Parmentier,パルマンティエ,Parmentier,Parmentier,Parmentier,Parmentier,파르망티에,Parmentier
LastName_41,拉沙佩勒,Lachapelle,拉沙佩勒,Лашапель,Lachapelle,Lachapelle,Lachapelle,ラシャペル,Lachapelle,Lachapelle,Lachapelle,Lachapelle,라샤펠,Lachapelle
LastName_42,瓦洛瓦,Valois,瓦洛瓦,Валуа,Valois,Valois,Valois,ヴァロワ,Valois,Valois,Valois,Valois,발루아,Valois
LastName_43,孔帕尼翁,Compagnon,孔帕尼翁,Компаньон,Compagnon,Compagnon,Compagnon,コンパニョン,Compagnon,Compagnon,Compagnon,Compagnon,콩파뇽,Compagnon
LastName_44,德勒马尔,Delemar,德勒馬爾,Делемар,Delemar,Delemar,Delemar,ドゥルマール,Delemar,Delemar,Delemar,Delemar,들르마르,Delemar
LastName_45,贝兰德,Béland,貝蘭德,Белан,Béland,Béland,Béland,ベラン,Béland,Béland,Béland,Béland,벨랑,Béland
LastName_46,夏蒂永,Châtillon,夏蒂永,Шатийон,Châtillon,Châtillon,Châtillon,シャティヨン,Châtillon,Châtillon,Châtillon,Châtillon,샤티용,Châtillon
LastName_47,勒维耶,Levier,勒維耶,Левье,Levier,Levier,Levier,ルヴィエ,Levier,Levier,Levier,Levier,르비에,Levier
LastName_48,贝尔蒙,Belmont,貝爾蒙,Бельмон,Belmont,Belmont,Belmont,ベルモン,Belmont,Belmont,Belmont,Belmont,벨몽,Belmont
LastName_49,德洛姆,Delorme,德洛姆,Делорм,Delorme,Delorme,Delorme,ドロルム,Delorme,Delorme,Delorme,Delorme,들로름,Delorme
LastName_50,维亚尔,Viard,維亞爾,Виар,Viard,Viard,Viard,ヴィアール,Viard,Viard,Viard,Viard,비아르,Viard
