Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,Turkish
Fiumizu,菲乌米祖,Fiumizu,菲烏米祖,Фиумизу,Fiumizu,Fiumizu,Fiumizu,フィウミズ,Fiumizu,Fiumizu,Fiumizu,Fiumizu,피우미즈,Fiumizu
Palem,帕莱姆,Palem,帕萊姆,Палем,Palem,Palem,Palem,パレム,Palem,Palem,Palem,Palem,팔렘,Palem
Meloyabe,梅洛亚贝,Meloyabe,梅洛亞貝,Мелоябе,Meloyabe,Meloyabe,Meloyabe,メロヤベ,Meloyabe,Meloyabe,Meloyabe,Meloyabe,멜로야베,Meloyabe
Mondowneya,蒙当内亚,Mondowneya,蒙當內亞,Мондовнея,Mondowneya,Mondowneya,Mondowneya,モンドウェニア,Mondowneya,Mondowneya,Mondowneya,Mondowneya,몬도우네야,Mondowneya
Ausenne,奥森内,Ausenne,奧森內,Осенн,Ausenne,Ausenne,Ausenne,アウセネ,Ausenne,Ausenne,Ausenne,Ausenne,아우센네,Ausenne
Pooleford,普尔福德,Pooleford,普爾福德,Пулефорд,Pooleford,Pooleford,Pooleford,プールフォード,Pooleford,Pooleford,Pooleford,Pooleford,풀포드,Pooleford
Koten,科滕,Koten,科滕,Котен,Koten,Koten,Koten,コテン,Koten,Koten,Koten,Koten,코텐,Koten
Stavao,斯塔瓦奥,Stavao,斯塔瓦奧,Ставао,Stavao,Stavao,Stavao,スタヴァオ,Stavao,Stavao,Stavao,Stavao,스타바오,Stavao
Bitoyoha,比托约哈,Bitoyoha,比托約哈,Битоёха,Bitoyoha,Bitoyoha,Bitoyoha,ビトヨハ,Bitoyoha,Bitoyoha,Bitoyoha,Bitoyoha,비토요하,Bitoyoha
Oleth,奥莱思,Oleth,奧萊思,Олет,Oreth,Oreth,Oreth,オレアス,Oreth,Oreth,Oreth,Oreth,오레아스,Oleth
Altsy,阿尔茨,Altsy,阿爾茨,Алци,Altsy,Altsy,Altsy,アルツィ,Altsy,Altsy,Altsy,Altsy,알치,Altsy
Jiane,佳内,Jiane,佳內,Джиане,Jiane,Jiane,Jiane,ジャエン,Jiane,Jiane,Jiane,Jiane,지안,Jiane
Yawan,亚湾,Yawan,亞灣,Яван,Yawan,Yawan,Yawan,ヤワン,Yawan,Yawan,Yawan,Yawan,야완,Yawan
Shevo,舍沃,Shevo,舍沃,Шево,Shevo,Shevo,Shevo,シェヴォ,Shevo,Shevo,Shevo,Shevo,셰보,Shevo
Towashhad,托瓦什哈德,Towashhad,托瓦什哈德,Товашхад,Towashhad,Towashhad,Towashhad,トワシュハッド,Towashhad,Towashhad,Towashhad,Towashhad,토와쉬하드,Towashhad
Olleath,奥莱思,Olleath,奧萊思,Олеат,Olleath,Olleath,Olleath,オルリース,Olleath,Olleath,Olleath,Olleath,올리쓰,Olleath
Takuroralsk,塔库罗尔斯克,Takuroralsk,塔庫羅爾斯克,Такуроралск,Takuroralsk,Takuroralsk,Takuroralsk,タクロラルスク,Takuroralsk,Takuroralsk,Takuroralsk,Takuroralsk,타쿠로랄스크,Takuroralsk
Küssnaill,库斯奈尔,Küssnaill,庫斯奈爾,Кюснайлл,Küssnaill,Küssnaill,Küssnaill,キュスナイル,Küssnaill,Küssnaill,Küssnaill,Küssnaill,퀴스나일,Küssnaill
Jamsgatang,詹姆斯加唐,Jamsgatang,詹姆斯加唐,Джамсгатанг,Jamsgatang,Jamsgatang,Jamsgatang,ジャムスガタン,Jamsgatang,Jamsgatang,Jamsgatang,Jamsgatang,잼스가탕,Jamsgatang
Pervomonza,佩尔沃蒙扎,Pervomonza,佩爾沃蒙扎,Первомонза,Pervomonza,Pervomonza,Pervomonza,ペルヴォモンザ,Pervomonza,Pervomonza,Pervomonza,Pervomonza,페르보몬자,Pervomonza
Semyarminsk,塞米亚尔明斯克,Semyarminsk,塞米亞爾明斯克,Семьярминск,Semyarminsk,Semyarminsk,Semyarminsk,セミヤールミンスク,Semyarminsk,Semyarminsk,Semyarminsk,Semyarminsk,세미야르민스크,Semyarminsk
Katayevka,卡塔耶夫卡,Katayevka,卡塔耶夫卡,Катаевка,Katayevka,Katayevka,Katayevka,カタエフカ,Katayevka,Katayevka,Katayevka,Katayevka,카타예프카,Katayevka
Lytchaftes,莱查夫特斯,Lytchaftes,萊查夫特斯,Литчавтес,Lytchaftes,Lytchaftes,Lytchaftes,リトチャフテス,Lytchaftes,Lytchaftes,Lytchaftes,Lytchaftes,리트차프테스,Lytchaftes
Raunstang,劳恩斯唐,Raunstang,勞恩斯唐,Раунстанг,Raunstang,Raunstang,Raunstang,ラウンスタング,Raunstang,Raunstang,Raunstang,Raunstang,라운스탕,Raunstang
Neftes,内夫特斯,Neftes,內夫特斯,Нефтес,Neftes,Neftes,Neftes,ネフテス,Neftes,Neftes,Neftes,Neftes,네프테스,Neftes
Takatov,塔卡托夫,Takatov,塔卡托夫,Такатов,Takatov,Takatov,Takatov,タカトフ,Takatov,Takatov,Takatov,Takatov,타카토프,Takatov
Sibinskovo,西宾斯科沃,Sibinskovo,西賓斯科沃,Сибинсково,Sibinskovo,Sibinskovo,Sibinskovo,シビンスコヴォ,Sibinskovo,Sibinskovo,Sibinskovo,Sibinskovo,시빈스코보,Sibinskovo
Sarazuka,沙拉祖卡,Sarazuka,沙拉祖卡,Саразука,Sarazuka,Sarazuka,Sarazuka,サラズカ,Sarazuka,Sarazuka,Sarazuka,Sarazuka,사라즈카,Sarazuka
Hydersk,海德斯克,Hydersk,海德斯克,Хайдерск,Hydersk,Hydersk,Hydersk,ハイダースク,Hydersk,Hydersk,Hydersk,Hydersk,하이더스크,Hydersk
Temell,特梅尔,Temell,特梅爾,Темелл,Temell,Temell,Temell,テメル,Temell,Temell,Temell,Temell,테멜,Temell
Chuanasseto,川纳塞托,Chuanasseto,川納塞托,Чунассето,Chuanasseto,Chuanasseto,Chuanasseto,チュアナセト,Chuanasseto,Chuanasseto,Chuanasseto,Chuanasseto,추아나세토,Chuanasseto
Heatherno,希瑟诺,Heatherno,希瑟諾,Хизерно,Heatherno,Heatherno,Heatherno,ヒーサーノ,Heatherno,Heatherno,Heatherno,Heatherno,히서노,Heatherno
Iideford,艾德福德,Iideford,艾德福德,Иидефорд,Iideford,Iideford,Iideford,イイデフォード,Iideford,Iideford,Iideford,Iideford,이이데포드,Iideford
Dalifax,达利法克斯,Dalifax,達利法克斯,Далифакс,Dalifax,Dalifax,Dalifax,ダリファクス,Dalifax,Dalifax,Dalifax,Dalifax,달리팩스,Dalifax
Havels,哈维尔斯,Havels,哈維爾斯,Хавелс,Havels,Havels,Havels,ハヴェルス,Havels,Havels,Havels,Havels,하벨스,Havels
Whitamo,惠塔莫,Whitamo,惠塔莫,Уитамо,Whitamo,Whitamo,Whitamo,ホイタモ,Whitamo,Whitamo,Whitamo,Whitamo,휘타모,Whitamo
Zavona,扎沃纳,Zavona,扎沃納,Завона,Zavona,Zavona,Zavona,ザヴォナ,Zavona,Zavona,Zavona,Zavona,자보나,Zavona
Dalittsugi,达利茨苏吉,Dalittsugi,達利茨蘇吉,Далитцсуги,Dalittsugi,Dalittsugi,Dalittsugi,ダリッツツギ,Dalittsugi,Dalittsugi,Dalittsugi,Dalittsugi,달리쯔수기,Dalittsugi
Hendali,亨达利,Hendali,亨達利,Хендалли,Hendali,Hendali,Hendali,ヘンダリ,Hendali,Hendali,Hendali,Hendali,헨달리,Hendali
Broke,布罗克,Broke,布羅克,Броке,Broke,Broke,Broke,ブローク,Broke,Broke,Broke,Broke,브로크,Broke
Worth,沃思,Worth,沃思,Уорт,Worth,Worth,Worth,ワース,Worth,Worth,Worth,Worth,워스,Worth
Dzersable,德泽萨布尔,Dzersable,德澤薩布爾,Дзерсабл,Dzersable,Dzersable,Dzersable,ズェルサブル,Dzersable,Dzersable,Dzersable,Dzersable,젤사블,Dzersable
Amerton,艾默顿,Amerton,艾默頓,Амертон,Amerton,Amerton,Amerton,アメルトン,Amerton,Amerton,Amerton,Amerton,아메르톤,Amerton
Lakshank,拉克尚克,Lakshank,拉克尚克,Лакшанк,Lakshank,Lakshank,Lakshank,ラクシャンク,Lakshank,Lakshank,Lakshank,Lakshank,락샹크,Lakshank
Tendai,腾代,Tendai,騰代,Тендай,Tendai,Tendai,Tendai,テンダイ,Tendai,Tendai,Tendai,Tendai,텐다이,Tendai
Voloda,沃洛达,Voloda,沃洛達,Волода,Voloda,Voloda,Voloda,ヴォロダ,Voloda,Voloda,Voloda,Voloda,볼로다,Voloda
Wainaul,韦纳乌尔,Wainaul,韋納烏爾,Вайнаул,Wainaul,Wainaul,Wainaul,ワイナウル,Wainaul,Wainaul,Wainaul,Wainaul,와이나울,Wainaul
Okazov,奥卡佐夫,Okazov,奧卡佐夫,Оказов,Okazov,Okazov,Okazov,オカゾフ,Okazov,Okazov,Okazov,Okazov,오카조프,Okazov
Higasa,日东,Higasa,日東,Хигаса,Higasa,Higasa,Higasa,ヒガサ,Higasa,Higasa,Higasa,Higasa,히가사,Higasa
Bolkhove,博尔霍韦,Bolkhove,博爾霍韋,Болхове,Bolkhove,Bolkhove,Bolkhove,ボルコヴェ,Bolkhove,Bolkhove,Bolkhove,Bolkhove,볼코베,Bolkhove
Vyazemswort,维亚泽姆斯沃特,Vyazemswort,維亞澤姆斯沃特,Вяземсворт,Vyazemswort,Vyazemswort,Vyazemswort,ヴャゼムスヴォルト,Vyazemswort,Vyazemswort,Vyazemswort,Vyazemswort,비아젬스워트,Vyazemswort
Zeley,泽莱,Zeley,澤萊,Зелей,Zeley,Zeley,Zeley,ゼレイ,Zeley,Zeley,Zeley,Zeley,젤레이,Zeley
Knutsu,克努苏,Knutsu,克努蘇,Кнутсу,Knutsu,Knutsu,Knutsu,クヌツ,Knutsu,Knutsu,Knutsu,Knutsu,크누수,Knutsu
Rikawach,理卡瓦奇,Rikawach,理卡瓦奇,Рикавач,Rikawach,Rikawach,Rikawach,リカワッチ,Rikawach,Rikawach,Rikawach,Rikawach,리카와치,Rikawach
Koshi,考希,Koshi,考希,Коши,Koshi,Koshi,Koshi,コシ,Koshi,Koshi,Koshi,Koshi,코시,Koshi
Hakami,哈卡米,Hakami,哈卡米,Хаками,Hakami,Hakami,Hakami,ハカミ,Hakami,Hakami,Hakami,Hakami,하카미,Hakami
Dronne,德罗讷,Dronne,德羅訥,Дронн,Dronne,Dronne,Dronne,ドロンネ,Dronne,Dronne,Dronne,Dronne,드론네,Dronne
Kaiseng,凯森格,Kaiseng,凱森格,Кайсенг,Kaiseng,Kaiseng,Kaiseng,カイセング,Kaiseng,Kaiseng,Kaiseng,Kaiseng,카이센그,Kaiseng
Goeden,格登,Goeden,格登,Годен,Goeden,Goeden,Goeden,ゴーデン,Goeden,Goeden,Goeden,Goeden,고덴,Goeden
Kozlovayama,科兹洛瓦山,Kozlovayama,科茲洛瓦山,Козловаяма,Kozlovayama,Kozlovayama,Kozlovayama,コズロヴァヤマ,Kozlovayama,Kozlovayama,Kozlovayama,Kozlovayama,코즈로바야마,Kozlovayama
Guada,瓜达,Guada,瓜達,Гуада,Guada,Guada,Guada,グアダ,Guada,Guada,Guada,Guada,과다,Guada
Salverson,萨尔弗森,Salverson,薩爾弗森,Сальверсон,Salverson,Salverson,Salverson,サルヴェルソン,Salverson,Salverson,Salverson,Salverson,살베르손,Salverson
Zaifu,载富,Zaifu,載富,Зайфу,Zaifu,Zaifu,Zaifu,ザイフ,Zaifu,Zaifu,Zaifu,Zaifu,자이후,Zaifu
Gilbeachny,吉尔比奇尼,Gilbeachny,吉爾比奇尼,Гилбитчни,Gilbeachny,Gilbeachny,Gilbeachny,ギルビーチニー,Gilbeachny,Gilbeachny,Gilbeachny,Gilbeachny,길비치니,Gilbeachny
Elens,埃伦斯,Elens,埃倫斯,Эленс,Elens,Elens,Elens,エレンズ,Elens,Elens,Elens,Elens,엘렌스,Elens
Salvanca,萨尔万卡,Salvanca,薩爾萬卡,Сальванка,Salvanca,Salvanca,Salvanca,サルヴァンカ,Salvanca,Salvanca,Salvanca,Salvanca,살반카,Salvanca
Shaftekumi,沙夫特库米,Shaftekumi,沙夫特庫米,Шафтекуми,Shaftekumi,Shaftekumi,Shaftekumi,シャフテクミ,Shaftekumi,Shaftekumi,Shaftekumi,Shaftekumi,샤프테쿠미,Shaftekumi
Kedrov,克德罗夫,Kedrov,克德羅夫,Кедров,Kedrov,Kedrov,Kedrov,ケドロフ,Kedrov,Kedrov,Kedrov,Kedrov,케드로프,Kedrov
Spenham,斯彭汉姆,Spenham,斯彭漢姆,Спенхэм,Spenham,Spenham,Spenham,スペンハム,Spenham,Spenham,Spenham,Spenham,스펜햄,Spenham
Kinsk,金斯克,Kinsk,金斯克,Кинск,Kinsk,Kinsk,Kinsk,キンスク,Kinsk,Kinsk,Kinsk,Kinsk,킨스크,Kinsk
Cartmouth,卡特茅斯,Cartmouth,卡特茅斯,Картмаут,Cartmouth,Cartmouth,Cartmouth,カートマウス,Cartmouth,Cartmouth,Cartmouth,Cartmouth,카트마우스,Cartmouth
Delnius,德尔尼乌斯,Delnius,德爾尼烏斯,Делниус,Delnius,Delnius,Delnius,デルニウス,Delnius,Delnius,Delnius,Delnius,델니우스,Delnius
Warasnose,瓦拉斯诺斯,Warasnose,瓦拉斯諾斯,Вараснос,Warasnose,Warasnose,Warasnose,ワラスノス,Warasnose,Warasnose,Warasnose,Warasnose,와라스노스,Warasnose
Chifen,奇芬,Chifen,奇芬,Чифен,Chifen,Chifen,Chifen,チェフェン,Chifen,Chifen,Chifen,Chifen,치펜,Chifen
Hikuchi,日出,Hikuchi,日出,Хикучи,Hikuchi,Hikuchi,Hikuchi,ヒクチ,Hikuchi,Hikuchi,Hikuchi,Hikuchi,히쿠치,Hikuchi
Enfeldon,恩菲尔登,Enfeldon,恩菲爾登,Энфельдон,Enfeldon,Enfeldon,Enfeldon,エンフェルドン,Enfeldon,Enfeldon,Enfeldon,Enfeldon,엔펠던,Enfeldon
Shagir,沙基尔,Shagir,沙基爾,Шагир,Shagir,Shagir,Shagir,シャギール,Shagir,Shagir,Shagir,Shagir,샤기르,Shagir
Krasny,克拉斯尼,Krasny,克拉斯尼,Красный,Krasny,Krasny,Krasny,クラスニー,Krasny,Krasny,Krasny,Krasny,크라스니,Krasny
Dovet,多韦特,Dovet,多韋特,Довет,Dovet,Dovet,Dovet,ダヴェット,Dovet,Dovet,Dovet,Dovet,도벳,Dovet
Lossen,洛森,Lossen,洛森,Лоссен,Lossen,Lossen,Lossen,ロッセン,Lossen,Lossen,Lossen,Lossen,로센,Lossen
Budam,布达姆,Budam,布達姆,Будам,Budam,Budam,Budam,ブダム,Budam,Budam,Budam,Budam,부담,Budam
Sneedhama,斯尼德哈马,Sneedhama,斯尼德哈馬,Снидхама,Sneedhama,Sneedhama,Sneedhama,スニーダマ,Sneedhama,Sneedhama,Sneedhama,Sneedhama,스니드하마,Sneedhama
Kumashibay,熊石湾,Kumashibay,熊石灣,Кумашибэй,Kumashibay,Kumashibay,Kumashibay,クマシバイ,Kumashibay,Kumashibay,Kumashibay,Kumashibay,쿠마시바이,Kumashibay
Chield,奇尔德,Chield,奇爾德,Чилд,Chield,Chield,Chield,チールド,Chield,Chield,Chield,Chield,칠드,Chield
Izherepan,伊泽赫潘,Izherepan,伊澤赫潘,Ижерепан,Izherepan,Izherepan,Izherepan,イゼレパン,Izherepan,Izherepan,Izherepan,Izherepan,이제레판,Izherepan
Newcase,纽卡斯,Newcase,紐卡斯,Ньюкейс,Newcase,Newcase,Newcase,ニューケース,Newcase,Newcase,Newcase,Newcase,뉴케이스,Newcase
Viany,维安尼,Viany,維安尼,Виани,Viany,Viany,Viany,ヴィアニー,Viany,Viany,Viany,Viany,비아니,Viany
Landigov,兰迪戈夫,Landigov,蘭迪戈夫,Ландигов,Landigov,Landigov,Landigov,ランディゴフ,Landigov,Landigov,Landigov,Landigov,란디고프,Landigov
Katama,卡塔马,Katama,卡塔馬,Катама,Katama,Katama,Katama,カタマ,Katama,Katama,Katama,Katama,카타마,Katama
Doesbury,多斯伯里,Doesbury,多斯伯里,Досбери,Doesbury,Doesbury,Doesbury,ドスバリー,Doesbury,Doesbury,Doesbury,Doesbury,도스버리,Doesbury
Fuefuku,符福库,Fuefuku,符福庫,Фуэфуку,Fuefuku,Fuefuku,Fuefuku,フエフク,Fuefuku,Fuefuku,Fuefuku,Fuefuku,후에후쿠,Fuefuku
Omaezawa,大前泽,Omaezawa,大前澤,Омаэзава,Omaezawa,Omaezawa,Omaezawa,オマエザワ,Omaezawa,Omaezawa,Omaezawa,Omaezawa,오마에자와,Omaezawa
Minamir,南见,Minamir,南見,Минамир,Minamir,Minamir,Minamir,ミナミル,Minamir,Minamir,Minamir,Minamir,미나미르,Minamir
Biryū,碧龙,Biryū,碧龍,Бирю,Biryū,Biryū,Biryū,ビリュー,Biryū,Biryū,Biryū,Biryū,비류,Biryū
Noville,诺维尔,Noville,諾維爾,Новиль,Noville,Noville,Noville,ノヴィル,Noville,Noville,Noville,Noville,노빌,Noville
Haweston,霍维斯顿,Haweston,霍維斯頓,Хавестон,Haweston,Haweston,Haweston,ホーウェストン,Haweston,Haweston,Haweston,Haweston,호웨스톤,Haweston
Rhein,莱茵,Rhein,萊茵,Рейн,Rhein,Rhein,Rhein,ライン,Rhein,Rhein,Rhein,Rhein,라인,Rhein
Tiangary,天嘉利,Tiangary,天嘉利,Тиангари,Tiangary,Tiangary,Tiangary,ティアンガリー,Tiangary,Tiangary,Tiangary,Tiangary,티앙가리,Tiangary
Santsy,桑特西,Santsy,桑特西,Санци,Santsy,Santsy,Santsy,サンツィ,Santsy,Santsy,Santsy,Santsy,산치,Santsy
Saleksinne,萨莱克辛内,Saleksinne,薩萊克辛內,Салексинн,Saleksinne,Saleksinne,Saleksinne,サレクシンヌ,Saleksinne,Saleksinne,Saleksinne,Saleksinne,살렉신느,Saleksinne
Semiki,塞米基,Semiki,塞米基,Семики,Semiki,Semiki,Semiki,セミキ,Semiki,Semiki,Semiki,Semiki,세미키,Semiki
Gaborgent,加博根特,Gaborgent,加博根特,Габоргент,Gaborgent,Gaborgent,Gaborgent,ガボルジェント,Gaborgent,Gaborgent,Gaborgent,Gaborgent,가보르겐트,Gaborgent
Iseham,伊塞汉姆,Iseham,伊塞漢姆,Айсхем,Iseham,Iseham,Iseham,イセハム,Iseham,Iseham,Iseham,Iseham,이세햄,Iseham
Münsterford,明斯特福德,Münsterford,明斯特福德,Мюнстерфорд,Münsterford,Münsterford,Münsterford,ミュンスターフォード,Münsterford,Münsterford,Münsterford,Münsterford,뮌스터포드,Münsterford
Detrog,德特罗格,Detrog,德特羅格,Детрог,Detrog,Detrog,Detrog,デトロッグ,Detrog,Detrog,Detrog,Detrog,데트로그,Detrog
Monbetsk,蒙贝茨克,Monbetsk,蒙貝茨克,Монбецк,Monbetsk,Monbetsk,Monbetsk,モンベツク,Monbetsk,Monbetsk,Monbetsk,Monbetsk,몬베츠크,Monbetsk
Lyston,莱斯顿,Lyston,萊斯頓,Листон,Lyston,Lyston,Lyston,リストン,Lyston,Lyston,Lyston,Lyston,리스톤,Lyston
Crich,克里奇,Crich,克里奇,Крич,Crich,Crich,Crich,クリッチ,Crich,Crich,Crich,Crich,크리치,Crich
Wilmingham,威尔明汉,Wilmingham,威爾明漢,Уилмингам,Wilmingham,Wilmingham,Wilmingham,ウィルミンガム,Wilmingham,Wilmingham,Wilmingham,Wilmingham,윌밍햄,Wilmingham
Kasakada,卡萨卡达,Kasakada,卡薩卡達,Кассакада,Kasakada,Kasakada,Kasakada,カサカダ,Kasakada,Kasakada,Kasakada,Kasakada,카사카다,Kasakada
Lusano,卢萨诺,Lusano,盧薩諾,Лусано,Lusano,Lusano,Lusano,ルサーノ,Lusano,Lusano,Lusano,Lusano,루사노,Lusano
Querque,克尔克,Querque,克爾克,Керк,Querque,Querque,Querque,クエルケ,Querque,Querque,Querque,Querque,케르크,Querque
Grüninsk,格林因斯克,Grüninsk,格林因斯克,Грюнинск,Grüninsk,Grüninsk,Grüninsk,グリューニンスク,Grüninsk,Grüninsk,Grüninsk,Grüninsk,그뤼닌스크,Grüninsk
Earbitoyona,耳比托约纳,Earbitoyona,耳比托約納,Эрбитойона,Earbitoyona,Earbitoyona,Earbitoyona,アービトヨナ,Earbitoyona,Earbitoyona,Earbitoyona,Earbitoyona,이어비토요나,Earbitoyona
Suttori,苏托里,Suttori,蘇托里,Суттори,Suttori,Suttori,Suttori,スットリ,Suttori,Suttori,Suttori,Suttori,수토리,Suttori
Koryovoura,科里欧拉,Koryovoura,科里歐拉,Корёвуора,Koryovoura,Koryovoura,Koryovoura,コリョヴーラ,Koryovoura,Koryovoura,Koryovoura,Koryovoura,코료부라,Koryovoura
Pravlov,普拉夫洛夫,Pravlov,普拉夫洛夫,Правлов,Pravlov,Pravlov,Pravlov,プラヴロフ,Pravlov,Pravlov,Pravlov,Pravlov,프라블로프,Pravlov
Jubang,朱邦,Jubang,朱邦,Жубанг,Jubang,Jubang,Jubang,ジュバング,Jubang,Jubang,Jubang,Jubang,주방,Jubang
Kasilver,卡西尔弗,Kasilver,卡西爾弗,Касильвер,Kasilver,Kasilver,Kasilver,カシルヴァー,Kasilver,Kasilver,Kasilver,Kasilver,카실버,Kasilver
Nyandria,尼安德里亚,Nyandria,尼安德里亞,Няндрия,Nyandria,Nyandria,Nyandria,ニャンドリア,Nyandria,Nyandria,Nyandria,Nyandria,니안드리아,Nyandria
