Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,Turkish
Abergavenny,阿伯加文尼,Abergavenny,阿伯加文尼,Абергавенни,Abergavenny,Abergavenny,Abergavenny,アバーガヴェニー,Abergavenny,Abergavenny,Abergavenny,Abergavenny,아버가베니,Abergavenny
Bastenaken,巴斯特纳肯,Bastenaken,巴斯特納肯,Бастенакен,Bastenaken,Bastenaken,Bastenaken,バステナケン,Bastenaken,Bastenaken,Bastenaken,Bastenaken,바스테나켄,Bastenaken
Cerdagnyan,塞尔达尼亚,Cerdagnyan,塞爾達尼亞,Сердагнян,Cerdagnyan,Cerdagnyan,Cerdagnyan,セルダニアン,Cerdagnyan,Cerdagnyan,Cerdagnyan,Cerdagnyan,세르다그니안,Cerdagnyan
Drentheran,德伦特兰,Drentheran,德倫特蘭,Дрентеран,Drentheran,Drentheran,Drentheran,ドレンテン,Drentheran,Drentheran,Drentheran,Drentheran,드렌테란,Drentheran
Eastfolkian,东福尔克,Eastfolkian,東福爾克,Истволк,Eastfolkian,Eastfolkian,Eastfolkian,イーストフォルキアン,Eastfolkian,Eastfolkian,Eastfolkian,Eastfolkian,이스트폴키안,Eastfolkian
Fézensaguet,费藏萨盖,Fézensaguet,費藏薩蓋,Фезенсаге,Fézensaguet,Fézensaguet,Fézensaguet,フェゼンサゲ,Fézensaguet,Fézensaguet,Fézensaguet,Fézensaguet,페젠사게,Fézensaguet
Glatzian,格拉茨,Glatzian,格拉茨,Глац,Glatzian,Glatzian,Glatzian,グラッツィアン,Glatzian,Glatzian,Glatzian,Glatzian,글라치안,Glatzian
Hennegauvian,海讷高,Hennegauvian,海訥高,Геннегаувиан,Hennegauvian,Hennegauvian,Hennegauvian,ヘンネガウビアン,Hennegauvian,Hennegauvian,Hennegauvian,Hennegauvian,헨네가우비안,Hennegauvian
Isenburgher,伊森堡,Isenburgher,伊森堡,Изенбургер,Isenburgher,Isenburgher,Isenburgher,アイゼンブルガー,Isenburgher,Isenburgher,Isenburgher,Isenburgher,이센부르거,Isenburgher
Julichian,尤利希,Julichian,尤利希,Юлихиан,Julichian,Julichian,Julichian,ユリッヒアン,Julichian,Julichian,Julichian,Julichian,율리히안,Julichian
Kyburgher,基堡,Kyburgher,基堡,Кибургер,Kyburgher,Kyburgher,Kyburgher,キブルガー,Kyburgher,Kyburgher,Kyburgher,Kyburgher,키부르거,Kyburgher
Luneburger,吕讷堡,Luneburger,呂訥堡,Люнебургер,Luneburger,Luneburger,Luneburger,リューネブルガー,Luneburger,Luneburger,Luneburger,Luneburger,뤼네부르거,Luneburger
Meckliar,梅克利亚,Meckliar,梅克利亞,Меклиар,Meckliar,Meckliar,Meckliar,メックリアー,Meckliar,Meckliar,Meckliar,Meckliar,메클리아르,Meckliar
Neustrian,纽斯特里亚,Neustrian,紐斯特里亞,Неустриан,Neustrian,Neustrian,Neustrian,ノイストリアン,Neustrian,Neustrian,Neustrian,Neustrian,노이스트리안,Neustrian
Osnaburg,奥斯纳堡,Osnaburg,奧斯納堡,Оснабург,Osnaburg,Osnaburg,Osnaburg,オスナブルク,Osnaburg,Osnaburg,Osnaburg,Osnaburg,오스나부르크,Osnaburg
Pomerelian,波美雷利亚,Pomerelian,波美雷利亞,Помералия,Pomerelian,Pomerelian,Pomerelian,ポメリリアン,Pomerelian,Pomerelian,Pomerelian,Pomerelian,포메렐리안,Pomerelian
Rugheimer,鲁格海姆,Rugheimer,魯格海姆,Ругхаймер,Rugheimer,Rugheimer,Rugheimer,ルゲイマー,Rugheimer,Rugheimer,Rugheimer,Rugheimer,루그하이머,Rugheimer
Sundgauer,松德高,Sundgauer,松德高,Сундгауэр,Sundgauer,Sundgauer,Sundgauer,スンドガウアー,Sundgauer,Sundgauer,Sundgauer,Sundgauer,순드가우어,Sundgauer
Tournaisien,图尔奈,Tournaisien,圖爾奈,Турнезиен,Tournaisien,Tournaisien,Tournaisien,トゥルネージアン,Tournaisien,Tournaisien,Tournaisien,Tournaisien,투르네지앙,Tournaisien
Ukkermarker,乌克马克,Ukkermarker,烏克馬克,Уккермаркер,Ukkermarker,Ukkermarker,Ukkermarker,ウッケルマーカー,Ukkermarker,Ukkermarker,Ukkermarker,Ukkermarker,우케르마커,Ukkermarker
Vaudois,沃代,Vaudois,沃代,Водуа,Vaudois,Vaudois,Vaudois,ヴォードワ,Vaudois,Vaudois,Vaudois,Vaudois,보두아,Vaudois
Werdenfel,威尔登费尔,Werdenfel,威爾登費爾,Верденфель,Werdenfel,Werdenfel,Werdenfel,ヴェルデンフェル,Werdenfel,Werdenfel,Werdenfel,Werdenfel,베르덴펠,Werdenfel
Xaintonge,桑通热,Xaintonge,桑通熱,Сантонь,Xaintonge,Xaintonge,Xaintonge,ザントンジェ,Xaintonge,Xaintonge,Xaintonge,Xaintonge,상통제,Xaintonge
Ypresian,伊普尔,Ypresian,伊普爾,Ипрезиан,Ypresian,Ypresian,Ypresian,イプリージアン,Ypresian,Ypresian,Ypresian,Ypresian,이프레지안,Ypresian
Zweibrucker,茨韦布吕肯,Zweibrucker,茨韋布呂肯,Цвайбрюккер,Zweibrucker,Zweibrucker,Zweibrucker,ツヴァイブリュッカー,Zweibrucker,Zweibrucker,Zweibrucker,Zweibrucker,츠바이브뤼커,Zweibrucker
Auvergnat,奥弗涅,Auvergnat,奧弗涅,Овернский,Auvergnat,Auvergnat,Auvergnat,オーヴェルニャ,Auvergnat,Auvergnat,Auvergnat,Auvergnat,오베르냐,Auvergnat
